Index,Original Method File,Original Method,Original Method Time,Original Method Result,Original Result File,Original Error Message,Original Error Message File,New Method File,New Method,New Method Time,New Method Result,New Method Result File,New Method Error Message,New Method Error Message File,Prompt File,Prompt Length,Prompt Index,Prompt name,Error message,Feedback,Try,Number placeholders,Placeholder position,Diff,Url
0,.//results/ParseDigitsAndDot_fix_888.dfy,ParseDigitsAndDot,0.918508,Errors,./results_llm/ParseDigitsAndDot_0.txt,a postcondition could not be proved on this return path,./results_llm/ParseDigitsAndDot__0_error.txt,./results_llm/ParseDigitsAndDot_fix_TFIDFPlaceholder_0_1.dfy,ParseDigitsAndDot,0.753026,Errors,./results_llm/ParseDigitsAndDot_fix_0.txt,a postcondition could not be proved on this return path,./results_llm/ParseDigitsAndDot_fix_0_error.txt,/usr/local/home/eric/dafny_repos/cedar-spec/cedar-dafny/def/ext/ParseDigitsAndDot_fix_888.dfy_0_1_TFIDFPlaceholder_prompt,1571,1,TFIDFPlaceholder,,False,1,1,1,"assert ParseDecStr(s1+"".""+s2).Some?;
",http://c10-10.sysnet.ucsd.edu:8866/?results=.%2Fresults_llm%2Ftmp_cedar%2Foutput_TFIDFPlaceholder-r3_cedar_17.csv&assertions=.%2Fresults%2Ftmp_cedar%2Ftesting_cedar_k54_17.csv&method=0
0,.//results/ParseDigitsAndDot_fix_888.dfy,ParseDigitsAndDot,0.918508,Errors,./results_llm/ParseDigitsAndDot_0.txt,a postcondition could not be proved on this return path,./results_llm/ParseDigitsAndDot__0_error.txt,./results_llm/ParseDigitsAndDot_fix_TFIDFPlaceholder_0_2.dfy,ParseDigitsAndDot,0.786811,Errors,./results_llm/ParseDigitsAndDot_fix_0.txt,assertion might not hold,./results_llm/ParseDigitsAndDot_fix_0_error.txt,/usr/local/home/eric/dafny_repos/cedar-spec/cedar-dafny/def/ext/ParseDigitsAndDot_fix_888.dfy_0_1_TFIDFPlaceholder_prompt,1575,1,TFIDFPlaceholder,,False,2,1,1,"assert ParseDecStr(s1+"".""+s2).value.0 == s1;
",http://c10-10.sysnet.ucsd.edu:8866/?results=.%2Fresults_llm%2Ftmp_cedar%2Foutput_TFIDFPlaceholder-r3_cedar_17.csv&assertions=.%2Fresults%2Ftmp_cedar%2Ftesting_cedar_k54_17.csv&method=0
0,.//results/ParseDigitsAndDot_fix_888.dfy,ParseDigitsAndDot,0.918508,Errors,./results_llm/ParseDigitsAndDot_0.txt,a postcondition could not be proved on this return path,./results_llm/ParseDigitsAndDot__0_error.txt,./results_llm/ParseDigitsAndDot_fix_TFIDFPlaceholder_0_3.dfy,ParseDigitsAndDot,0.921434,Errors,./results_llm/ParseDigitsAndDot_fix_0.txt,assertion might not hold,./results_llm/ParseDigitsAndDot_fix_0_error.txt,/usr/local/home/eric/dafny_repos/cedar-spec/cedar-dafny/def/ext/ParseDigitsAndDot_fix_888.dfy_0_1_TFIDFPlaceholder_prompt,1607,1,TFIDFPlaceholder,,False,3,1,1,"assert ParseDecStr(s1+"".""+s2).Some? && ParseDecStr(s1+"".""+s2).value.0 == s1 && ParseDecStr(s1+"".""+s2).value.1 == "".""+s2;
",http://c10-10.sysnet.ucsd.edu:8866/?results=.%2Fresults_llm%2Ftmp_cedar%2Foutput_TFIDFPlaceholder-r3_cedar_17.csv&assertions=.%2Fresults%2Ftmp_cedar%2Ftesting_cedar_k54_17.csv&method=0
0,.//results/ParseDigitsAndDot_fix_888.dfy,ParseDigitsAndDot,0.918508,Errors,./results_llm/ParseDigitsAndDot_0.txt,a postcondition could not be proved on this return path,./results_llm/ParseDigitsAndDot__0_error.txt,./results_llm/ParseDigitsAndDot_fix_TFIDFPlaceholder_0_4.dfy,ParseDigitsAndDot,0.836374,Errors,./results_llm/ParseDigitsAndDot_fix_0.txt,assertion might not hold,./results_llm/ParseDigitsAndDot_fix_0_error.txt,/usr/local/home/eric/dafny_repos/cedar-spec/cedar-dafny/def/ext/ParseDigitsAndDot_fix_888.dfy_0_1_TFIDFPlaceholder_prompt,1595,1,TFIDFPlaceholder,,False,4,1,1,"assert ParseDecStr(s1 + ""."" + s2).Some? && ParseDecStr(s1 + ""."" + s2).value == (s1, ""."" + s2);
",http://c10-10.sysnet.ucsd.edu:8866/?results=.%2Fresults_llm%2Ftmp_cedar%2Foutput_TFIDFPlaceholder-r3_cedar_17.csv&assertions=.%2Fresults%2Ftmp_cedar%2Ftesting_cedar_k54_17.csv&method=0
0,.//results/ParseDigitsAndDot_fix_888.dfy,ParseDigitsAndDot,0.918508,Errors,./results_llm/ParseDigitsAndDot_0.txt,a postcondition could not be proved on this return path,./results_llm/ParseDigitsAndDot__0_error.txt,./results_llm/ParseDigitsAndDot_fix_TFIDFPlaceholder_0_5.dfy,ParseDigitsAndDot,0.757295,Errors,./results_llm/ParseDigitsAndDot_fix_0.txt,assertion might not hold,./results_llm/ParseDigitsAndDot_fix_0_error.txt,/usr/local/home/eric/dafny_repos/cedar-spec/cedar-dafny/def/ext/ParseDigitsAndDot_fix_888.dfy_0_1_TFIDFPlaceholder_prompt,1610,1,TFIDFPlaceholder,,False,5,1,1,"assert ParseDecStr(s1 + ""."" + s2).Some? && ParseDecStr(s1 + ""."" + s2).value.0 == s1 && ParseDecStr(s1 + ""."" + s2).value.1 == ""."" + s2;
",http://c10-10.sysnet.ucsd.edu:8866/?results=.%2Fresults_llm%2Ftmp_cedar%2Foutput_TFIDFPlaceholder-r3_cedar_17.csv&assertions=.%2Fresults%2Ftmp_cedar%2Ftesting_cedar_k54_17.csv&method=0
0,.//results/ParseDigitsAndDot_fix_888.dfy,ParseDigitsAndDot,0.918508,Errors,./results_llm/ParseDigitsAndDot_0.txt,a postcondition could not be proved on this return path,./results_llm/ParseDigitsAndDot__0_error.txt,./results_llm/ParseDigitsAndDot_fix_TFIDFPlaceholder_0_6.dfy,ParseDigitsAndDot,0.806783,Errors,./results_llm/ParseDigitsAndDot_fix_0.txt,assertion might not hold,./results_llm/ParseDigitsAndDot_fix_0_error.txt,/usr/local/home/eric/dafny_repos/cedar-spec/cedar-dafny/def/ext/ParseDigitsAndDot_fix_888.dfy_0_1_TFIDFPlaceholder_prompt,1610,1,TFIDFPlaceholder,,False,6,1,1,"assert ParseDecStr(s1 + ""."" + s2).Some? && ParseDecStr(s1 + ""."" + s2).value.0 == s1 && ParseDecStr(s1 + ""."" + s2).value.1 == ""."" + s2;
",http://c10-10.sysnet.ucsd.edu:8866/?results=.%2Fresults_llm%2Ftmp_cedar%2Foutput_TFIDFPlaceholder-r3_cedar_17.csv&assertions=.%2Fresults%2Ftmp_cedar%2Ftesting_cedar_k54_17.csv&method=0
0,.//results/ParseDigitsAndDot_fix_888.dfy,ParseDigitsAndDot,0.918508,Errors,./results_llm/ParseDigitsAndDot_0.txt,a postcondition could not be proved on this return path,./results_llm/ParseDigitsAndDot__0_error.txt,./results_llm/ParseDigitsAndDot_fix_TFIDFPlaceholder_0_7.dfy,ParseDigitsAndDot,0.884451,Errors,./results_llm/ParseDigitsAndDot_fix_0.txt,a postcondition could not be proved on this return path,./results_llm/ParseDigitsAndDot_fix_0_error.txt,/usr/local/home/eric/dafny_repos/cedar-spec/cedar-dafny/def/ext/ParseDigitsAndDot_fix_888.dfy_0_1_TFIDFPlaceholder_prompt,1574,1,TFIDFPlaceholder,,False,7,1,1,"assert s1[0..1] == s1[0..1];
",http://c10-10.sysnet.ucsd.edu:8866/?results=.%2Fresults_llm%2Ftmp_cedar%2Foutput_TFIDFPlaceholder-r3_cedar_17.csv&assertions=.%2Fresults%2Ftmp_cedar%2Ftesting_cedar_k54_17.csv&method=0
0,.//results/ParseDigitsAndDot_fix_888.dfy,ParseDigitsAndDot,0.918508,Errors,./results_llm/ParseDigitsAndDot_0.txt,a postcondition could not be proved on this return path,./results_llm/ParseDigitsAndDot__0_error.txt,./results_llm/ParseDigitsAndDot_fix_TFIDFPlaceholder_0_8.dfy,ParseDigitsAndDot,0.830064,Errors,./results_llm/ParseDigitsAndDot_fix_0.txt,assertion might not hold,./results_llm/ParseDigitsAndDot_fix_0_error.txt,/usr/local/home/eric/dafny_repos/cedar-spec/cedar-dafny/def/ext/ParseDigitsAndDot_fix_888.dfy_0_1_TFIDFPlaceholder_prompt,1607,1,TFIDFPlaceholder,,False,8,1,1,"assert ParseDecStr(s1+"".""+s2).Some? && ParseDecStr(s1+"".""+s2).value.0 == s1 && ParseDecStr(s1+"".""+s2).value.1 == "".""+s2;
",http://c10-10.sysnet.ucsd.edu:8866/?results=.%2Fresults_llm%2Ftmp_cedar%2Foutput_TFIDFPlaceholder-r3_cedar_17.csv&assertions=.%2Fresults%2Ftmp_cedar%2Ftesting_cedar_k54_17.csv&method=0
0,.//results/ParseDigitsAndDot_fix_888.dfy,ParseDigitsAndDot,0.918508,Errors,./results_llm/ParseDigitsAndDot_0.txt,a postcondition could not be proved on this return path,./results_llm/ParseDigitsAndDot__0_error.txt,./results_llm/ParseDigitsAndDot_fix_TFIDFPlaceholder_0_9.dfy,ParseDigitsAndDot,0.859466,Errors,./results_llm/ParseDigitsAndDot_fix_0.txt,assertion might not hold,./results_llm/ParseDigitsAndDot_fix_0_error.txt,/usr/local/home/eric/dafny_repos/cedar-spec/cedar-dafny/def/ext/ParseDigitsAndDot_fix_888.dfy_0_1_TFIDFPlaceholder_prompt,1607,1,TFIDFPlaceholder,,False,9,1,1,"assert ParseDecStr(s1+"".""+s2).Some? && ParseDecStr(s1+"".""+s2).value.0 == s1 && ParseDecStr(s1+"".""+s2).value.1 == "".""+s2;
",http://c10-10.sysnet.ucsd.edu:8866/?results=.%2Fresults_llm%2Ftmp_cedar%2Foutput_TFIDFPlaceholder-r3_cedar_17.csv&assertions=.%2Fresults%2Ftmp_cedar%2Ftesting_cedar_k54_17.csv&method=0
0,.//results/ParseDigitsAndDot_fix_888.dfy,ParseDigitsAndDot,0.918508,Errors,./results_llm/ParseDigitsAndDot_0.txt,a postcondition could not be proved on this return path,./results_llm/ParseDigitsAndDot__0_error.txt,./results_llm/ParseDigitsAndDot_fix_TFIDFPlaceholder_0_10.dfy,ParseDigitsAndDot,0.892746,Errors,./results_llm/ParseDigitsAndDot_fix_0.txt,assertion might not hold,./results_llm/ParseDigitsAndDot_fix_0_error.txt,/usr/local/home/eric/dafny_repos/cedar-spec/cedar-dafny/def/ext/ParseDigitsAndDot_fix_888.dfy_0_1_TFIDFPlaceholder_prompt,1596,1,TFIDFPlaceholder,,False,10,1,1,"assert ParseDecStr(s1 + ""."" + s2).value.0 == s1 && ParseDecStr(s1 + ""."" + s2).value.1 == ""."" + s2;
",http://c10-10.sysnet.ucsd.edu:8866/?results=.%2Fresults_llm%2Ftmp_cedar%2Foutput_TFIDFPlaceholder-r3_cedar_17.csv&assertions=.%2Fresults%2Ftmp_cedar%2Ftesting_cedar_k54_17.csv&method=0
